Date,Time,Location,Operator,Flight,Route,Type,Registration,cn,Aboard,Fatalities,Ground
06/03/1963,10:16,PacifiOcean 116 miles WSW of Annette Island Alaska,Northwest Orient Airlines,293,McChord AFB - Elmendorf AFB,Douglas DC-7CF,N290,45209/861,101.0,101.0,0.0
07/02/1963,15:49,Rochester New York,Mohawk Airlines,112,Rochester - Newark,Martin 404,N449A,14140,43.0,7.0,0.0
07/03/1963,09:09,Mt Ngatamahinerua New Zealand,New Zealand National Airways,441,Auckland - Whenuapai - Tauranga,Douglas DC-3,ZK-AYZ,15204/26889,23.0,23.0,0.0
07/27/1963,01:50,Off Bandra Maharashtra India,United Arab Airlines,869,Bangkok - Bombay,de Havilland Comet 4C,SU-ALD,06441,63.0,63.0,0.0
08/12/1963,13:19,Lyon France,Air Inter,2611,Lille - Lyon,Vickers Viscount 708,F-BGNV,039,20.0,20.0,1.0
09/04/1963,06:22,Durrenasch Aargau Switzerland,Swissair,306,Zurich - Geneva,Sud-Aviation Caravelle III,HG-ICV,147,80.0,80.0,0.0
10/14/1963,11:33,Jamaica New York,New York Airways,600,Idlewild - Newark,Boeing Vetrol 107 II helicopter,N6673D,3,6.0,6.0,0.0
11/08/1963,17:59,Mariehamn Aaland Island Finland,Finnair,217,Turku - Mariehamn,Douglas DC-3,OH-LCA,9799,24.0,22.0,0.0
11/29/1963,18:33,Ste Therese de Blainville Canada,Trans Canada Air Lines,831,Montreal - Toronto,McDonnell Douglas DC-8F-54F,CF-TJN,45654/179,118.0,118.0,0.0
12/08/1963,20:59,Elkton Maryland,Pan American World Airways,214,Washington - Baltimore - Philadelphia,Boeing B-707-121,N709PA,17588/3,81.0,81.0,0.0
02/03/1964,08:00,Gainsville Florida,South Central Airlines,510/3,Gainsville - Jacksonville,Beech D18S,N2999,A-811,10.0,10.0,0.0
02/21/1964,16:00,Marawi Philippines,Philippine Air Lines,946,Cotabato - Malabang - Iligan - Cayagan de Oro,Douglas DC-3,PI-C97,14944/2638,32.0,31.0,0.0
02/25/1964,02:06,Lake Pontchartrain New Orleans Louisiana,Eastern Air Lines,304,Mexico City - New Orleans - New York City,McDonnell Douglas DC-8-21,N8607,45428/61,58.0,58.0,0.0
02/27/1964,06:15,Oita Japan,Fuji Airlines,902,Kagoshima - Oita,Convair CV-240-0,JA5098,053,42.0,20.0,0.0
02/29/1964,14:14,Near Innsbruck Austria,British Eagle International Airlines,802,London - Innsbruck,Bristol Britannia 312,G-AOVO,13423,83.0,83.0,0.0
03/01/1964,11:29,Near Zephyr Cove Nevada,Paradise Airlines,901A,"San Jose, CA - Lake Tahoe",Lockheed 049 Constellation,N86504,2025,85.0,85.0,0.0
03/10/1964,08:22,Boston Massachutes,Slick Airways - Cargo,12,New York - Winsor Locks - Boston,Douglas DC-4,N384,18379,3.0,3.0,0.0
03/12/1964,20:50,Miles City Montana,Frontier Airlines,32,Billings - Miles City - Glendive - Sidney,Douglas DC-3C,N61442,9642,5.0,5.0,0.0
03/28/1964,22:39,Mt Vesuvius Italy,Alitalia,045,Rome - Napoli,Vickers Viscount 785D,I-LAKE,328,45.0,45.0,0.0
03/28/1964,06:00,North PacifiOcean,Private - Facilities Management Co.,-,Honolulu - San Francisco,Douglas C-54A-10-DC,N4726V,10315,9.0,9.0,0.0
05/07/1964,06:49,San Ramon California,PacifiAir Lines,773,Stockton - San Fransisco,Fairchild F-27A,N2770R,0036,44.0,44.0,0.0
11/23/1964,13:09,Rome Italy,Trans World Airlines,800,Rome - Athens,Boeing B-707-331,N769TW,17685/123,73.0,50.0,0.0
07/09/1964,18:15,Parrottsville Tennesee,United Air Lines,823,Philidelphia - Washington - Knoxville - Huntsville,Vickers Viscount 745D,N7405,103,39.0,39.0,0.0
11/15/1964,20:25,Las Vegas Nevada,Bonanza Airlines,114,Phoenix - Las Vegas,Fairchild F-27A,N745L,0029,29.0,29.0,0.0
02/06/1965,08:36,San Jose Volcano Chile,LAN,107,Santiago - Buenos Aires,Douglas DC-6B,CC-CCG-104,45513/1004,87.0,87.0,0.0
02/08/1965,18:26,Off Jones Beach New York New York,Eastern Air Lines,663,New York City - Richmond VA,Douglas DC-7B,N849D,45455/981,84.0,84.0,0.0
03/08/1965,10:30,Libmanan Philippines,Fairways,43,Manila - Naga,Douglas DC-3,PI-C948,4892,12.0,10.0,0.0
03/17/1965,09:22,Musquodoboit Canada,Eastern Provincial Airways,102,Halifax - Sidney NS,Handley Page HPR-7 Herald 211,CF-NAF,160,8.0,8.0,0.0
03/22/1965,14:55,Sugar Loaf Mountain Colombia,AVIANCA,676,Bogota - Bucaramanga,Douglas C-47,HK-109,4753,28.0,28.0,0.0
04/23/1965,14:23,Near Seattle Washington,Aaxico Airlines,1422,"Seattle, WA - Ogden, UT",Douglas DC-6A,N6541C,45369/984,5.0,5.0,0.0
05/20/1965,23:48,Cairo Egypt,Pakistan International Airlines,705,Karachi - Dhahran - Cairo - Geneva - London,Boeing B-720-040B,AP-AMH,18379,125.0,119.0,0.0
07/01/1965,05:29,Kansas City Missouri,Continental Airlines,12,"Los Angeles - Kansas City, MO",Boeing B-707-124,N70773,17609/25,66.0,0.0,0.0
07/08/1965,16:40,Dog Creek British Columbia Canada,Canadian PacifiAir Lines,21,Vancouver - Whitehorse,Douglas DC-6B,CF-CUQ,43844/334,52.0,52.0,0.0
07/11/1965,22:22,Off Nantucket Massachusetts,Military - U.S. Air Force,-,Otis AFB,EC-121H (Super Constellation),55-1036,4409,19.0,16.0,0.0
08/16/1965,20:21,Lake Michigan near Chicago Illinois,United Air Lines,389,New York City - Chicago,Boeing B-727-22,N7036U,18328/146,30.0,30.0,0.0
09/11/1965,16:25,Near La Carlota Phillipines,Filipinas Orient Airways,60,Cebu - Bacolod,Douglas DC-3A,PI-C942,1926,11.0,11.0,0.0
09/17/1965,11:25,Montserrat Antigua,Pan American World Airways,292,"Fort de France - Saint Johns, Antigua",Boeing B-707-121B,N708PA,17586/1,30.0,30.0,0.0
10/20/1965,10:33,Near Manila Philippines,Philippine Air Lines,741,Manila - Tacloban,Douglas DC-3,PI-C-144,13403,37.0,1.0,0.0
11/08/1965,19:02,Cincinnati Airport near Covington Kentucky,American Airlines,383,New York City - Cincinnati,Boeing B-727-23,N1996,18901/153,62.0,58.0,0.0
11/11/1965,17:52,Salt Lake City Utah,United Air Lines,227,Denver - Salt Lake City,Boeing B-727-22,N7030U,18322/130,91.0,43.0,0.0
11/27/1965,07:15,Salt Lake City  Utah,Edde Airlines,65/75,Salt Lake - Albuquerque,Douglas C-53-DO (DC-3A),N485,4848,13.0,13.0,0.0
12/04/1965,16:18,Carmel New York,Trans World Airlines / Eastern Air Lines,42 / 853,Boston - Newark,Boeing B-707-131B / L1049C Constellation,N748TW/N6218C,18387/286  / 4526,112.0,4.0,0.0
12/16/1965,17:22,Legaspi Philippines,Air Manila,101,Manila - Legazpi,Douglas DC-3A,PI-C856,18,21.0,2.0,0.0
01/15/1966,20:55,Off Cartagena Colombia,AVIANCA,4,Bogata - Crespo,Douglas DC-6-54B,HK-730,18325,64.0,56.0,0.0
01/24/1966,08:02,Mont Blanc French Alps Switzerland,Air India,101,Bombay - Beirut  - Geneva - Paris - London -New York,Boeing B-707-437,VT-DMN,18055/200,117.0,117.0,0.0
01/28/1966,17:50,Bremen Germany,Lufthansa,005,Frankfurt - Bremen,Convair CV-440-0,D-ACAT,464,46.0,46.0,0.0
02/04/1966,19:00,Tokyo Bay Japan,All Nippon Airways,8302,Chitose - Tokyo,Boeing B-727-81,JA8302,18822/126,133.0,133.0,0.0
03/04/1966,20:15,Near Tokyo Japan,Canadian PacifiAir Lines,402,Hong Kong - Tokyo,McDonnell Douglas DC-8-43,CF-CPK,45761/237,72.0,64.0,0.0
03/05/1966,14:15,Near Gotemba City Mt Fuji Japan,British Overseas Airways,911,Tokyo - Hong Kong,Boeing B-707-436,G-APFE,17706/113,124.0,124.0,0.0
03/18/1966,18:40,Cairo Egypt,United Arab Airlines,749,Nicosia - Cairo,Antonov AN-24B,SU-AOA,57302009,30.0,30.0,0.0
04/22/1966,20:30,Near Ardmore Oklahoma,American Flyers Airline,280D,Monterey - Ardmore,Lockheed 188C Electra,N183H,1136,98.0,83.0,0.0
04/27/1966,08:05,Tomas Peru,LANSA,501,Lima - Cuzco,Lockheed 749A Constellation,OB-R-771,2521,49.0,49.0,0.0
06/29/1966,12:04,Sagalyan Philippines,Philippine Air Lines,785,Mamburao - San Jose,Douglas DC-3,PI-C17,20573,26.0,24.0,0.0
08/06/1966,23:12,Near Falls City Nebraska,Braniff Airlines,250,"Kansas City, MO - Omaha",BAC One-Eleven 203AE,N1553,070,42.0,42.0,0.0
09/01/1966,00:47,Near Ljubljana Slovenia Yugoslavia,Britannia Airways,105,Luton - Ljubljana,Bristol Britannia 102,G-ANBB,12903,117.0,98.0,0.0
09/22/1966,13:03,Winton Australia,Ansett ANA,149,Mount Isa - Longreach,Vickers Viscount 832,VH-RMI,416,24.0,24.0,0.0
10/01/1966,19:10,Near Wemme Oregon,West Coast Airlines,956,Eugene - Portland,McDonnell Douglas DC-9-14,N9101,45794/52,18.0,18.0,0.0
11/11/1966,01:43,Off Chatham Massachusetts,Military - U.S. Air Force,-,Otis AFB,Lockheed EC-121H,55-5262,4413,19.0,19.0,0.0
11/13/1966,20:30,Off Matsuyama Japan,All Nippon Airways,533,Osaka - Matsuyama,NAMC-YS-11-111,JA8658,2023,50.0,50.0,0.0
11/24/1966,16:30,Near Bratislava Czechoslovakia,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,101,Bratislava - Praha,Ilyushin IL-18B,LZ-BEN,184007101/356,82.0,82.0,0.0
12/24/1966,09:56,Cascubel River Colombia,AVIANCA,729,Bogota - Cali,Douglas C-47A-80-DL,HK-161,19630,29.0,29.0,0.0
02/16/1967,14:21,Menado Indonesia,Garuda Indonesia Airlines,708,Jakarta - Menado via Surabaya,Lockheed L-188C Electra,PK-GLB,2021,63.0,22.0,0.0
02/28/1967,04:20,Mactan Philippines,Philippine Air Lines,345,Manila - Mactan,Fokker F-27 Friendship 100,PI-C501,10147,20.0,12.0,0.0
03/04/1967,02:56,Monrovia Liberia,Varig,837,Rome - Monrovia,McDonnell Douglas DC-8-33,PP-PEA,45253/5,90.0,51.0,5.0
03/05/1967,20:07,Near Marseille Ohio,Lake Central Airlines,527,Colombus - Toledo,Convair CV-380,N73130,023,38.0,38.0,0.0
03/09/1967,11:54,Urbana Ohio,Trans World Airlines / Private,553,Pittsburgh - Dayton,MD Douglas DC-9-15 / Beechcraft Baron-55,N1063T/N6127V,45777/80 / ,26.0,26.0,0.0
03/13/1967,17:10,Off East London South Africa,South African Airways,406,Port Elizabeth - East London,Vickers Viscount 818,ZS-CVA,317,25.0,25.0,0.0
03/30/1967,00:45,New Orleans Louisiana,Delta Air Lines,9877,New Orleans AP - New Orleans AP,McDonnell Douglas DC-8-51,N802E,45409/19,6.0,6.0,13.0
04/25/1967,19:05,Off Nantucket Massachusetts,Military - U.S. Air Force,-,Otis AFB,EC-121H (Super Constellation),53-0549,4364,15.0,14.0,0.0
06/23/1967,13:47,Blossburg Pennsylvania,Mohawk Airlines,40,Elmira - Washington DC,BAC One Eleven 204AF,N1116J,098,34.0,34.0,0.0
07/06/1967,18:43,Bacolod Philippines,Philippine Air Lines,385,Bacolod - Mactan,Fokker F-27 Friendship 100,PI-C527,10285,21.0,21.0,0.0
07/19/1967,11:01,Near Hendersonville North Carolina,Piedmont Airlines / Private,22,Ashville - Roanoke,Boeing B-727-22 / Cessna 310,N68650/N3121S,18295/4 / ,82.0,82.0,0.0
09/05/1967,05:10,Near Gander Newfoundland Canada,Ceskoslovenske Aerolinie,523,Gander - Havana,Ilyushin IL-18,OK-WAI,187009705,69.0,37.0,0.0
10/12/1967,07:25,Off Rhodes Greece,British European Airways,284,Athens - Nicosia,de Havilland Comet 4B,G-ARCO,06449,66.0,66.0,0.0
11/05/1967,10:35,Hong Kong China,Cathay PacifiAirways,033,Hong Kong - Saigon,Convair CV-880-22M-3,VR-HFX,22-00-37,127.0,1.0,0.0
11/06/1967,18:41,Cincinnati Ohio,Trans World Airlines,159,Cincinnati - Los Angeles,Boeing B-707-131,N742TW,17669/43,36.0,1.0,0.0
11/20/1967,20:57,Cincinnati International Airport CovingtonHebron Kentucky,Trans World Airlines,128,Los Angeles - Cincinnati,Convair CV-880-22-1,N821TW,22-00-27,82.0,70.0,0.0
12/10/1967,15:25,Near Madison Wisconsin,Private,-,"Cleveland, OH - Madison WI",Beechcraft 18H,N390R,BA-623,8.0,7.0,0.0
12/25/1967,13:49,Chiang Mai Thailand,Thai Airways,002,Bangkok - Chiang Mai,Douglas DC-3,HS-TDH,9189,31.0,4.0,0.0
02/16/1968,21:20,Linkuo Taiwan,Civil Air Transport,10,Hong Kong - Taipei,Boeing B-727-92C,B-1018,19175/339,63.0,21.0,1.0
03/06/1968,20:32,BasseTerre Guadeloupe West Indies,Air France,212,Caracas - Pointe a Pitre,Boeing B-707-328C,F-BLCJ,19724,63.0,63.0,0.0
03/08/1968,19:18,Off Panay Island Philippines,Air Manila,507,Manila - Lapu Lapu,Fairchild F-27,PI-C871,0019,14.0,14.0,0.0
03/24/1968,10:59,Off Wexford Harbor Ireland,Aer Lingus,712,Cork - London,Vickers Viscount 803,EI-AOM,178,61.0,61.0,0.0
04/08/1968,15:35,Heathrow Airport London England,British Overseas Airways,712,London - Zurich,Boeing B-707-465,G-ARWE,18373,127.0,5.0,0.0
04/20/1968,18:50,Near Windhoek South Africa Namibia,South African Airways,228/129,Windhoek - Luanda,Boeing B-707-344C,ZS-EUW,19705,128.0,123.0,0.0
05/03/1968,15:48,Near Dawson Texas,Braniff Airlines,352,Houston - Dallas-Fort Worth,Lockheed L188A Electra,N9707C,1099,85.0,85.0,0.0
08/10/1968,07:57,Charleston West Virginia,Piedmont Airlines,230,"Cincinnati - Charlston, WV",Fairchild-Hiller FH-227B,N712U,557,37.0,35.0,0.0
09/11/1968,10:30,Off Cap dAntibes France,Air France,1611,Ajaccio - Nice,Sud-Aviation Caravelle 3,F-BOHB,244,95.0,95.0,0.0
10/25/1968,17:17,Hanover New Hampshire,Northeast Airlines,946,"Boston, MA - Montpelier, VT - Lebanon, NH",Fairchild-Hiller FH227C,N380NE,517,42.0,32.0,0.0
11/22/1968,01:24,San Francisco California,Japan Air Lines,2,Tokyo - San Francisco,McDonnell Douglas DC-8-62,JA8032,45954,107.0,0.0,0.0
11/23/1968,19:59,Santa Ana California,Cable Commuter,544,Los Angeles - Santa Ana,de Havilland Canada DHC-6 Twin Otter 200,N7666,148,9.0,9.0,0.0
12/02/1968,09:36,Pedro Bay Alaska,Wien Consolidated Airlines,55,Anchorage - Iliamna,Fairchild F-27B,N4905,0049,39.0,39.0,0.0
12/12/1968,22:02,Near Caracas Venezuela,Pan American World Airways,217,New York City - Caracas,Boeing B-707-321B,N494PA,19696/688,51.0,51.0,0.0
12/24/1968,20:12,Bradford Pennsylvania,Allegheny Airlines,736,Detroit - Erie - Bradford - Washington D.C.,Convair CV-580,N5802,410,47.0,20.0,0.0
12/27/1968,20:22,Chicago Illinois,North Central Airlines,458,Minneapolis - Chicago - Milwaukee,Convair CV-580,N2045,369,45.0,27.0,1.0
12/31/1968,08:30,Port Hedland WA Australia,MaRobertson-Miller Airlines,1750,Perth - Port Hedland,Vickers Viscount 720,VH-RMQ,045,26.0,26.0,0.0
01/02/1969,20:12,Mt Paku Taiwan,China Airlines (Taiwan),227,Kaohsiung - Hualien,Douglas DC-3D,B-309,12541,24.0,24.0,0.0
01/05/1969,02:35,Gatwick Airport Horley Surrey  England,Ariana Afghan Airlines,701,Frankfurt - London,Boeing B-727-113C,YA-FAR,19690/540,65.0,50.0,2.0
01/06/1969,20:35,Near Bradford Pennsylvania,Allegheny Airlines,737,Washington - Harrisburgh - Bradford - Erie - Detroit,Convair CV-580,N5825,386,28.0,11.0,0.0
01/13/1969,19:21,Off Los Angeles California,Scandinavian Airlines (SAS),933,Copenhagen - Los Angeles - Seattle,McDonnell Douglas DC-8-62,LN-MOO,45822,45.0,15.0,0.0
01/18/1969,18:21,Off Los Angeles California,United Air Lines,266,Los Angeles - Denver - Milwaukee,Boeing B-727-22QC,N7434U,19891/631,38.0,38.0,0.0
02/18/1969,05:10,Near Lone Pine California,Mineral County Airlines,708,"Hawthorne, NV - Burbank - Long Beach",Douglas DC-3,N15570,6320,35.0,35.0,0.0
03/16/1969,12:00,Maracaibo Zulia Venezuela,Venezolana Internacional de Aviacion,742,Maracaibo - Miami,McDonnell Douglas DC-9-32,YV-C-AVD,47243/448,84.0,84.0,70.0
06/04/1969,08:42,Near Salinas Victoria Nuevo Leon Mexico,Compania Mexicana de Aviacion,704,Mexico City - Monterey,Boeing B-727-64,XA-SEL,19256/355,79.0,79.0,0.0
07/06/1969,20:22,Near Monroe Georgia,Air South,168,"Atlanta, GA - Sumpter, SC - Greer, SC",Beechcraft B-99,N844NS,U16,14.0,14.0,0.0
08/31/1969,20:05,Newton Iowa,Private Charter,-,Chicago - Des Moines.,Cessna 172H,N3149X,55299,3.0,3.0,0.0
09/09/1969,14:29,Near Fairland Indiana,Allegheny Airlines / Forth Corporation,853,Indianapolis - Bakalar AFB,MD Douglas DC-9-31/Piper Cherokee PA-28,N988VJ/N7374J,47211/357 / ,83.0,83.0,0.0
09/17/1969,17:09,Campbell River Canada,PacifiWestern Airlines,627,Vancouver - Campbell River,Convair CV-640,CF-PWR,440,15.0,4.0,0.0
11/19/1969,20:20,Mt Pilot Knob Glen Falls New York,Mohawk Airlines,411,Albany - Glenn Falls,Fairchild-Hiller FH-227B,N7811M,531,14.0,14.0,0.0
11/20/1969,08:30,Near Ikeja Nigeria,Nigeria Airways,825,Kano - Lagos,BAC VC-10-1101,5N-ABD,804,87.0,87.0,0.0
01/13/1970,06:00,Faleolo Western Samoa,Polynesian Airlines,208B,"Apia, Western Samoa - Pago Pago, American Samoa",Douglas DC-3,5W-FAC,16964,32.0,32.0,0.0
02/10/1970,18:37,Long Island Sound Connecticut,Pilgrim Airlines,203,"Groton, CT - New York, NY",de Havilland Canada DHC-6 Twin Otter 100,N124PM,41,5.0,5.0,0.0
02/21/1970,13:34,Zurich Switzerland,Swissair,330,Zurich - Tel Aviv,Convair CV-990-30A-6,HB-ICD,301015,47.0,47.0,0.0
05/02/1970,15:49,Near St Croix US Virgin Islands,Antillian Airlines,980,New York City - St. Maarten,McDonnell Douglas DC-9-33CF,N935F,47407/457,63.0,23.0,0.0
05/09/1970,21:28,Pellston Michigan,Executive Jet Sales Inc.,-,Detroit - Pellston,Gates Learjet 23,N434EJ,23-046,6.0,6.0,0.0
05/30/1970,09:30,Chamblee Georgia,Lehigh Acres Development Inc.,701,"Chamblee, GA - Fort Myers,FL",Martin 404,N40412,14116,33.0,1.0,5.0
07/05/1970,08:09,Toronto Canada,Air Canada,621,Montreal - Toronto - Los Angeles,McDonnell Douglas DC-8-63,CF-TIW,46114/526,109.0,109.0,0.0
07/27/1970,11:35,Tokyo Japan,Flying Tiger Line,45,Tokyo - Okinawa,McDonnell Douglas DC-8-63AF,N785FT,46005/412,4.0,4.0,0.0
09/08/1970,16:06,New York New York,Trans International Airlines,863,"Jamaica, NY - Washington D.C.",McDonnell Douglas DC-8-63CF,N4863T,45951/414,11.0,11.0,0.0
10/02/1970,12:00,Mt Trelease near Silver Plume Colorado,"Charter, Golden Eagle Aviation Inc.",108,"Wichita - Denver - Logan, Utah",Martin 404,N464M,14151,40.0,30.0,0.0
11/14/1970,19:36,Near Huntington West Virginia,Southern Airways,932,"Kingston, NC - Huntington, WV",McDonnell Douglas DC-9-31,N97S,47245/510,75.0,75.0,0.0
11/27/1970,17:05,Anchorage Alaska,Capital Airlines,26,Anchorage - Yokota AFB,McDonnell Douglas DC-8-63CF,N4909C,46060/472,229.0,47.0,0.0
12/28/1970,14:42,St Thomas Virgin Islands,Trans Caribbean Airways,505,New York - St. Thomas,Boeing B-727-2A7,N8790R,20240,55.0,2.0,0.0
01/09/1971,16:20,Edison New Jersey,American Airlines / Private,30,"San Francisco, CA - Newark, NJ",Boeing B-707-323 / Cessna 150,N7595A/N60942,19345 / ,21.0,2.0,0.0
01/18/1971,15:49,Zurich Switzerland,Balkan Bulgarian Airlines,LZ130,Paris - Zurich - Sofia,Ilyushin IL-18,LZ-BED,186009002,47.0,45.0,0.0
03/31/1971,06:33,Ontario California,Western Airlines,366,Los Angeles - Ontairo,Boeing B-720-047B,N3166,19439,5.0,5.0,0.0
05/23/1971,20:00,Near Rijeka Yugoslavia,Aviogenex (Yugoslavia),130,London - Rijeka,Tupolev TU-134A,YU-AHZ,1351205,83.0,78.0,0.0
